pokemon_id,pokemon_name,height_m,weight_kg,base_experience,hp,attack,defense,special_attack,special_defense,speed
10278,clefable-mega,1.7,42.3,,95,80,93,135,110,70
10279,victreebel-mega,4.5,125.5,,80,125,85,135,95,70
10280,starmie-mega,2.3,80.0,,60,100,105,130,105,120
10281,dragonite-mega,2.2,290.0,,91,124,115,145,125,100
10282,meganium-mega,2.4,201.0,,80,92,115,143,115,80
10283,feraligatr-mega,2.3,108.8,,85,160,125,89,93,78
10284,skarmory-mega,1.7,40.4,,65,140,110,40,100,110
10285,froslass-mega,2.6,29.6,,70,80,70,140,100,120
10286,emboar-mega,1.8,180.3,,110,148,75,110,110,75
10287,excadrill-mega,0.9,60.0,,110,165,100,65,65,103
10288,scolipede-mega,3.2,230.5,,60,140,149,75,99,62
10289,scrafty-mega,1.1,31.0,,65,130,135,55,135,68
10290,eelektross-mega,3.0,180.0,,85,145,80,135,90,80
10291,chandelure-mega,2.5,69.6,,60,75,110,175,110,90
10292,chesnaught-mega,1.6,90.0,,88,137,172,74,115,44
10293,delphox-mega,1.5,39.0,,75,69,72,159,125,134
10294,greninja-mega,1.5,40.0,,72,125,77,133,81,142
10295,pyroar-mega,1.5,93.3,,86,88,92,129,86,126
10296,floette-mega,0.2,100.8,,74,85,87,155,148,102
10297,malamar-mega,2.9,69.8,,86,102,88,98,120,88
10298,barbaracle-mega,2.2,100.0,,72,140,130,64,106,88
10299,dragalge-mega,2.1,100.3,,65,85,105,132,163,44
10300,hawlucha-mega,1.0,25.0,,78,137,100,74,93,118
10301,zygarde-mega,7.7,610.0,,216,70,91,216,85,100
10302,drampa-mega,3.0,240.5,,78,85,110,160,116,36
10303,falinks-mega,1.6,99.0,,65,135,135,70,65,100
10304,raichu-mega-x,1.2,38.0,,60,135,95,90,95,110
10305,raichu-mega-y,1.0,26.0,,60,100,55,160,80,130
10306,chimecho-mega,1.2,8.0,,75,50,110,135,120,65
10307,absol-mega-z,1.2,49.0,,65,154,60,75,60,151
10308,staraptor-mega,1.9,50.0,,85,140,100,60,90,110
10309,garchomp-mega-z,1.9,99.0,,108,130,85,141,85,151
10310,lucario-mega-z,1.3,49.4,,70,100,70,164,70,151
10311,heatran-mega,2.8,570.0,,91,120,106,175,141,67
10312,darkrai-mega,3.0,240.0,,70,120,130,165,130,85
10313,golurk-mega,4.0,330.0,,89,159,105,70,105,55
10314,meowstic-male-mega,0.8,10.1,,74,48,76,143,101,124
10315,crabominable-mega,2.6,252.8,,97,157,122,62,107,33
10316,golisopod-mega,2.3,148.0,,75,150,175,70,120,40
10317,magearna-mega,1.3,248.1,,80,125,115,170,115,95
10318,magearna-original-mega,1.3,248.1,,80,125,115,170,115,95
10319,zeraora-mega,1.5,44.5,,88,157,75,147,80,153
10320,scovillain-mega,1.2,22.0,,65,138,85,138,85,75
10321,glimmora-mega,2.8,77.0,,83,90,105,150,96,101
10322,tatsugiri-curly-mega,0.6,24.0,,68,65,90,135,125,92
10323,tatsugiri-droopy-mega,0.6,24.0,,68,65,90,135,125,92
10324,tatsugiri-stretchy-mega,0.6,24.0,,68,65,90,135,125,92
10325,baxcalibur-mega,2.1,315.0,,115,175,117,105,101,87
10326,meowstic-female-mega,0.8,10.1,,74,48,76,143,101,124
